Data:../testdata/rand_5MiB.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:32	CidVer:0	Chunker:size-65535	Cmd:--upgrade-cidv0-in-output=true add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=0 --inline=true --inline-limit=32	CID:bafybeia2s7kds67ihtsnlrtqpyz7uszwjjhmqkqwf6d4pmoq4vgeircjg4
Data:../testdata/repeat_0.04GiB_174.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:32	CidVer:0	Chunker:size-65535	Cmd:--upgrade-cidv0-in-output=true add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=0 --inline=true --inline-limit=32	CID:bafybeibsltxvwsygm2s3v4msu3ycxeqoggnvybdreriffssbr7wkjf7ywi
Data:../testdata/repeat_0.04GiB_174_1.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:32	CidVer:0	Chunker:size-65535	Cmd:--upgrade-cidv0-in-output=true add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=0 --inline=true --inline-limit=32	CID:bafybeiezl7oiqz5zerityi63b23sx3uu7pllfvhhhsmtcd7w2cqn6hqeiq
Data:../testdata/repeat_0.04GiB_175.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:32	CidVer:0	Chunker:size-65535	Cmd:--upgrade-cidv0-in-output=true add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=0 --inline=true --inline-limit=32	CID:bafybeigaixdv7yp2pybjinj2ct5tcilmkgv6h4vtixlk3istcfvexbfyqq
Data:../testdata/repeat_0.04GiB_175_1.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:32	CidVer:0	Chunker:size-65535	Cmd:--upgrade-cidv0-in-output=true add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=0 --inline=true --inline-limit=32	CID:bafybeibogeg63b5d75mqx3zkpbtp3tgjapavr52xxryt7j52ibx52txpfm
Data:../testdata/uicro_1B.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:32	CidVer:0	Chunker:size-65535	Cmd:--upgrade-cidv0-in-output=true add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=0 --inline=true --inline-limit=32	CID:bafyaacika4eaeeqbiemac
Data:../testdata/uicro_34B.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:32	CidVer:0	Chunker:size-65535	Cmd:--upgrade-cidv0-in-output=true add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=0 --inline=true --inline-limit=32	CID:bafybeiellclbipwkdhjxqvdzgmkorsx6lgnq7bw6u4eoosvqn5hoa6izoa
Data:../testdata/uicro_50B.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:32	CidVer:0	Chunker:size-65535	Cmd:--upgrade-cidv0-in-output=true add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=0 --inline=true --inline-limit=32	CID:bafybeifmd7r5ea3ktp2feoraetm6p7jdr75yvwzbsjtorkzvhfqyambg4q
Data:../testdata/zero_0B.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:32	CidVer:0	Chunker:size-65535	Cmd:--upgrade-cidv0-in-output=true add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=0 --inline=true --inline-limit=32	CID:bafyaabqkaqeaegaa
Data:../testdata/large_repeat_1GiB.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:32	CidVer:1	Chunker:size-65535	Cmd: add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=1 --inline=true --inline-limit=32	CID:bafybeieialopnrv2auvv4et5te32a64zwf4fuihtysihbrfikbndm5z5zi
Data:../testdata/large_repeat_5GiB.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:32	CidVer:1	Chunker:size-65535	Cmd: add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=1 --inline=true --inline-limit=32	CID:bafybeiekvj7er4bi6c25vuqbgootnnb4fjggsdxrjzxrih3volnr6i32fq
Data:../testdata/prand_64MiB.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:32	CidVer:1	Chunker:size-65535	Cmd: add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=1 --inline=true --inline-limit=32	CID:bafybeif24ecndekyzdn7msxtm5czenk3q2ki2goqecdhwcizwsiz3icusu
Data:../testdata/rand_5MiB.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:32	CidVer:1	Chunker:size-65535	Cmd: add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=1 --inline=true --inline-limit=32	CID:bafybeidv5tbvemufc276fqetqcarqpn55igjn5htrswajqdspkgqausz2q
Data:../testdata/repeat_0.04GiB_174.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:32	CidVer:1	Chunker:size-65535	Cmd: add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=1 --inline=true --inline-limit=32	CID:bafybeigdfge5mx2gtqyj5hnlfnok5pvaz3vpvngjsplmcy7jzy6vwdqyhi
Data:../testdata/repeat_0.04GiB_174_1.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:32	CidVer:1	Chunker:size-65535	Cmd: add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=1 --inline=true --inline-limit=32	CID:bafybeiehuqlkse3gs5ry6mrqgt55gyyrbs4sp65pjx5qfwwivi2ga6orji
Data:../testdata/repeat_0.04GiB_175.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:32	CidVer:1	Chunker:size-65535	Cmd: add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=1 --inline=true --inline-limit=32	CID:bafybeie2rwxwmtfpysv6powq46l6hng7tq33lssuf6ddsway5snvw5bzce
Data:../testdata/repeat_0.04GiB_175_1.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:32	CidVer:1	Chunker:size-65535	Cmd: add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=1 --inline=true --inline-limit=32	CID:bafybeickwqss42y2tnkahn5hez4oiziy6xg3jqbb7vwr7wqwhccu25of2e
Data:../testdata/uicro_1B.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:32	CidVer:1	Chunker:size-65535	Cmd: add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=1 --inline=true --inline-limit=32	CID:bafyaacika4eaeeqbiemac
Data:../testdata/uicro_34B.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:32	CidVer:1	Chunker:size-65535	Cmd: add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=1 --inline=true --inline-limit=32	CID:bafybeiellclbipwkdhjxqvdzgmkorsx6lgnq7bw6u4eoosvqn5hoa6izoa
Data:../testdata/uicro_50B.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:32	CidVer:1	Chunker:size-65535	Cmd: add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=1 --inline=true --inline-limit=32	CID:bafybeifmd7r5ea3ktp2feoraetm6p7jdr75yvwzbsjtorkzvhfqyambg4q
Data:../testdata/zero_0B.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:32	CidVer:1	Chunker:size-65535	Cmd: add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=1 --inline=true --inline-limit=32	CID:bafyaabqkaqeaegaa
Data:../testdata/large_repeat_1GiB.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:34	CidVer:0	Chunker:size-65535	Cmd:--upgrade-cidv0-in-output=true add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=0 --inline=true --inline-limit=34	CID:bafybeifbmhgf3f6af6r3cit6vb7i6r2dg3nf5vxvpyb2b5so7lrh32mgny
Data:../testdata/large_repeat_5GiB.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:34	CidVer:0	Chunker:size-65535	Cmd:--upgrade-cidv0-in-output=true add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=0 --inline=true --inline-limit=34	CID:bafybeif6kakd3sqmlc4q5s4m3tgkr2tf4hds5dc5e57lgj3sylfurkh2mq
Data:../testdata/prand_64MiB.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:34	CidVer:0	Chunker:size-65535	Cmd:--upgrade-cidv0-in-output=true add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=0 --inline=true --inline-limit=34	CID:bafybeiahfgz2brmood2bnua75u7dxlxrosozxlffc4rmdgm5rziyiipz64
Data:../testdata/rand_5MiB.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:34	CidVer:0	Chunker:size-65535	Cmd:--upgrade-cidv0-in-output=true add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=0 --inline=true --inline-limit=34	CID:bafybeia2s7kds67ihtsnlrtqpyz7uszwjjhmqkqwf6d4pmoq4vgeircjg4
Data:../testdata/repeat_0.04GiB_174.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:34	CidVer:0	Chunker:size-65535	Cmd:--upgrade-cidv0-in-output=true add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=0 --inline=true --inline-limit=34	CID:bafybeibsltxvwsygm2s3v4msu3ycxeqoggnvybdreriffssbr7wkjf7ywi
Data:../testdata/repeat_0.04GiB_174_1.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:34	CidVer:0	Chunker:size-65535	Cmd:--upgrade-cidv0-in-output=true add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=0 --inline=true --inline-limit=34	CID:bafybeiezl7oiqz5zerityi63b23sx3uu7pllfvhhhsmtcd7w2cqn6hqeiq
Data:../testdata/repeat_0.04GiB_175.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:34	CidVer:0	Chunker:size-65535	Cmd:--upgrade-cidv0-in-output=true add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=0 --inline=true --inline-limit=34	CID:bafybeigaixdv7yp2pybjinj2ct5tcilmkgv6h4vtixlk3istcfvexbfyqq
Data:../testdata/repeat_0.04GiB_175_1.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:34	CidVer:0	Chunker:size-65535	Cmd:--upgrade-cidv0-in-output=true add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=0 --inline=true --inline-limit=34	CID:bafybeibogeg63b5d75mqx3zkpbtp3tgjapavr52xxryt7j52ibx52txpfm
Data:../testdata/uicro_1B.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:34	CidVer:0	Chunker:size-65535	Cmd:--upgrade-cidv0-in-output=true add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=0 --inline=true --inline-limit=34	CID:bafyaacika4eaeeqbiemac
Data:../testdata/uicro_34B.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:34	CidVer:0	Chunker:size-65535	Cmd:--upgrade-cidv0-in-output=true add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=0 --inline=true --inline-limit=34	CID:bafybeiellclbipwkdhjxqvdzgmkorsx6lgnq7bw6u4eoosvqn5hoa6izoa
Data:../testdata/uicro_50B.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:34	CidVer:0	Chunker:size-65535	Cmd:--upgrade-cidv0-in-output=true add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=0 --inline=true --inline-limit=34	CID:bafybeifmd7r5ea3ktp2feoraetm6p7jdr75yvwzbsjtorkzvhfqyambg4q
Data:../testdata/zero_0B.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:34	CidVer:0	Chunker:size-65535	Cmd:--upgrade-cidv0-in-output=true add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=0 --inline=true --inline-limit=34	CID:bafyaabqkaqeaegaa
Data:../testdata/large_repeat_1GiB.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:34	CidVer:1	Chunker:size-65535	Cmd: add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=1 --inline=true --inline-limit=34	CID:bafybeieialopnrv2auvv4et5te32a64zwf4fuihtysihbrfikbndm5z5zi
Data:../testdata/large_repeat_5GiB.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:34	CidVer:1	Chunker:size-65535	Cmd: add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=1 --inline=true --inline-limit=34	CID:bafybeiekvj7er4bi6c25vuqbgootnnb4fjggsdxrjzxrih3volnr6i32fq
Data:../testdata/prand_64MiB.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:34	CidVer:1	Chunker:size-65535	Cmd: add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=1 --inline=true --inline-limit=34	CID:bafybeif24ecndekyzdn7msxtm5czenk3q2ki2goqecdhwcizwsiz3icusu
Data:../testdata/rand_5MiB.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:34	CidVer:1	Chunker:size-65535	Cmd: add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=1 --inline=true --inline-limit=34	CID:bafybeidv5tbvemufc276fqetqcarqpn55igjn5htrswajqdspkgqausz2q
Data:../testdata/repeat_0.04GiB_174.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:34	CidVer:1	Chunker:size-65535	Cmd: add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=1 --inline=true --inline-limit=34	CID:bafybeigdfge5mx2gtqyj5hnlfnok5pvaz3vpvngjsplmcy7jzy6vwdqyhi
Data:../testdata/repeat_0.04GiB_174_1.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:34	CidVer:1	Chunker:size-65535	Cmd: add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=1 --inline=true --inline-limit=34	CID:bafybeiehuqlkse3gs5ry6mrqgt55gyyrbs4sp65pjx5qfwwivi2ga6orji
Data:../testdata/repeat_0.04GiB_175.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:34	CidVer:1	Chunker:size-65535	Cmd: add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=1 --inline=true --inline-limit=34	CID:bafybeie2rwxwmtfpysv6powq46l6hng7tq33lssuf6ddsway5snvw5bzce
Data:../testdata/repeat_0.04GiB_175_1.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:34	CidVer:1	Chunker:size-65535	Cmd: add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=1 --inline=true --inline-limit=34	CID:bafybeickwqss42y2tnkahn5hez4oiziy6xg3jqbb7vwr7wqwhccu25of2e
Data:../testdata/uicro_1B.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:34	CidVer:1	Chunker:size-65535	Cmd: add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=1 --inline=true --inline-limit=34	CID:bafyaacika4eaeeqbiemac
Data:../testdata/uicro_34B.zst	Impl:go	Trickle:false	RawLeaves:false	Inlining:34	CidVer:1	Chunker:size-65535	Cmd: add --chunker=size-65535 --trickle=false --raw-leaves=false --cid-version=1 --inline=true --inline-limit=34	CID:bafybeiellclbipwkdhjxqvdzgmkorsx6lgnq7bw6u4eoosvqn5hoa6izoa
